Occupation Name,Task Description,Importance
"Refractory Materials Repairers, Except Brickmasons","Dump and tamp clay in molds, using tamping tools.
Related occupations",58
"Refractory Materials Repairers, Except Brickmasons","Transfer clay structures to curing ovens, melting tanks, and drawing kilns, using forklifts.
Related occupations",55
Refuse and Recyclable Material Collectors,"Inspect trucks prior to beginning routes to ensure safe operating condition.
Related occupations",88
Refuse and Recyclable Material Collectors,"Drive trucks, following established routes, through residential streets or alleys or through business or industrial areas.
Related occupations",84
Refuse and Recyclable Material Collectors,"Refuel trucks or add other fluids, such as oil or brake fluid.
Related occupations",83
Refuse and Recyclable Material Collectors,"Dump refuse or recyclable materials at disposal sites.
Related occupations",83
Refuse and Recyclable Material Collectors,"Fill out defective equipment reports.
Related occupations",82
Refuse and Recyclable Material Collectors,"Operate automated or semi-automated hoisting devices that raise refuse bins and dump contents into openings in truck bodies.
Related occupations",76
Refuse and Recyclable Material Collectors,"Dismount garbage trucks to collect garbage and remount trucks to ride to the next collection point.
Related occupations",75
Refuse and Recyclable Material Collectors,"Operate equipment that compresses collected refuse.
Related occupations",75
Refuse and Recyclable Material Collectors,"Communicate with dispatchers concerning delays, unsafe sites, accidents, equipment breakdowns, or other maintenance problems.
Related occupations",74
Refuse and Recyclable Material Collectors,"Check road or weather conditions to determine how routes will be affected.
Related occupations",70
Refuse and Recyclable Material Collectors,"Clean trucks or compactor bodies after routes have been completed.
Related occupations",65
Refuse and Recyclable Material Collectors,"Tag garbage or recycling containers to inform customers of problems, such as excess garbage or inclusion of items that are not permitted.
Related occupations",70
Refuse and Recyclable Material Collectors,"Make special pickups of recyclable materials, such as food scraps, used oil, discarded computers, or other electronic items.
Related occupations",59
Refuse and Recyclable Material Collectors,"Organize schedules for refuse collection.
Related occupations",57
Registered Nurses,"Record patients' medical information and vital signs.
Related occupations",94
Registered Nurses,"Administer medications to patients and monitor patients for reactions or side effects.
Related occupations",93
Registered Nurses,"Maintain accurate, detailed reports and records.
Related occupations",92
Registered Nurses,"Monitor, record, and report symptoms or changes in patients' conditions.
Related occupations",90
Registered Nurses,"Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.
Related occupations",89
Registered Nurses,"Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans.
Related occupations",87
Registered Nurses,"Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.
Related occupations",87
Registered Nurses,"Monitor all aspects of patient care, including diet and physical activity.
Related occupations",86
Registered Nurses,"Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.
Related occupations",84
Registered Nurses,"Modify patient treatment plans as indicated by patients' responses and conditions.
Related occupations",84
Registered Nurses,"Conduct specified laboratory tests.
Related occupations",83
Registered Nurses,"Observe nurses and visit patients to ensure proper nursing care.
Related occupations",81
Registered Nurses,"Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.
Related occupations",80
Registered Nurses,"Work with individuals, groups, or families to plan or implement programs designed to improve the overall health of communities.
Related occupations",77
Registered Nurses,"Prepare patients for and assist with examinations or treatments.
Related occupations",77
Registered Nurses,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.
Related occupations",86
