,Combined Occupation,Best Match in Exposure Scores,Similarity Score
4876,Miscellaneous community and social service specialists including health educators and community health workers,Community Health Workers,0.7561741100295496
4877,Clergy,Clergy,1.0
4878,Directors religious activities and education,"Directors, Religious Activities and Education",1.0
4879,Religious workers all other,"Directors, Religious Activities and Education",0.3745869973352715
4880,Lawyers,Lawyers,1.0
4881,Judicial law clerks,Judicial Law Clerks,1.0000000000000002
4882,Judges magistrates and other judicial workers,"Judges, Magistrate Judges, and Magistrates",0.6490951958508347
4883,Paralegals and legal assistants,Paralegals and Legal Assistants,1.0000000000000002
4884,Miscellaneous legal support workers,Paralegals and Legal Assistants,0.35858257478176275
4885,Postsecondary teachers,"Education Teachers, Postsecondary",0.8058568897882079
4886,Preschool and kindergarten teachers,"Special Education Teachers, Preschool",0.5352483629376134
4887,Elementary and middle school teachers,"Special Education Teachers, Middle School",0.6270104994319234
4888,Secondary school teachers,"Special Education Teachers, Secondary School",0.7635691318379477
4889,Special education teachers,"Special Education Teachers, Preschool",0.8218997345797203
4890,Other teachers and instructors,"Nursing Instructors and Teachers, Postsecondary",0.630339662652457
4891,Archivists curators and museum technicians,Curators,0.5469498158392657
4892,Librarians,Librarians and Media Collections Specialists,0.5392198205470973
4893,Library technicians,Library Technicians,1.0
4894,Teacher assistants,Medical Assistants,0.34343876984154315
4895,Other education training and library workers,Library Technicians,0.44978704971725136
4896,Artists and related workers,Craft Artists,0.4313291677916558
4897,Designers,Graphic Designers,0.6025934521586899
4898,Actors,Actors,1.0
4899,Producers and directors,Producers and Directors,1.0
4900,Athletes coaches umpires and related workers,Coaches and Scouts,0.37496353109746194
4901,Dancers and choreographers,Choreographers,0.6984036707053972
4902,Musicians singers and related workers,Musicians and Singers,0.8784380375749897
4903,Announcers,Broadcast Announcers and Radio Disc Jockeys,0.4546294286709297
4904,News analysts reporters and correspondents,"News Analysts, Reporters, and Journalists",0.6582513110434283
4905,Public relations specialists,Public Relations Specialists,1.0
4906,Editors,Editors,1.0
4907,Technical writers,Technical Writers,1.0000000000000002
4908,Writers and authors,Writers and Authors,1.0
4909,Miscellaneous media and communication workers,Media Technical Directors/Managers,0.3138030303635681
4910,Miscellaneous media and communications equipment workers including broadcast and sound engineering technicians and radio operators,Sound Engineering Technicians,0.5123737260597396
4911,Photographers,Photographers,1.0
4912,Television video and motion picture camera operators and editors,"Camera Operators, Television, Video, and Film",0.6289256262614676
4913,Chiropractors,Chiropractors,1.0
4914,Dentists,"Dentists, General",0.7639215032757366
4915,Dietitians and nutritionists,Dietitians and Nutritionists,1.0
4916,Optometrists,Optometrists,1.0
4917,Pharmacists,Pharmacists,1.0
4918,Physicians and surgeons,"Physicians, Pathologists",0.4530831751408542
4919,Physician assistants,Physician Assistants,1.0
4920,Podiatrists,Podiatrists,1.0
4921,Audiologists,Audiologists,1.0
4922,Occupational therapists,Occupational Therapists,1.0
4923,Physical therapists,Physical Therapists,1.0
4924,Radiation therapists,Radiation Therapists,1.0
4925,Recreational therapists,Recreational Therapists,0.9999999999999998
4926,Respiratory therapists,Respiratory Therapists,1.0
4927,Speechlanguage pathologists,"Physicians, Pathologists",0.5126559254429967
4928,Miscellaneous therapists including exercise physiologists,Exercise Physiologists,0.7512481653048282
4929,Veterinarians,Veterinarians,1.0
4930,Registered nurses,Registered Nurses,1.0
4931,Nurse anesthetists,Nurse Anesthetists,1.0
4932,Nurse midwives,Nurse Midwives,1.0000000000000002
4933,Nurse practitioners,Nurse Practitioners,1.0
4934,Health diagnosing and treating practitioners all other,Nurse Practitioners,0.34181459686298626
4935,Clinical laboratory technologists and technicians,Medical and Clinical Laboratory Technologists,0.8505418455482474
4936,Dental hygienists,Dental Hygienists,1.0
4937,Diagnostic related technologists and technicians,Veterinary Technologists and Technicians,0.428687467335048
4938,Emergency medical technicians and paramedics,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.4818217635081018
4939,Health practitioner support technologists and technicians,Veterinary Technologists and Technicians,0.3678727810894935
4940,Licensed practical and licensed vocational nurses,Licensed Practical and Licensed Vocational Nurses,1.0000000000000002
4941,Medical records and health information technicians,Medical and Health Services Managers,0.4304301856020409
4942,Opticians dispensing,"Opticians, Dispensing",1.0000000000000002
4943,Miscellaneous health technologists and technicians,Veterinary Technologists and Technicians,0.47999589794897535
4944,Nursing psychiatric and home health aides,Home Health Aides,0.693364534902228
4945,Occupational therapy assistants and aides,Occupational Therapy Aides,0.9170892023304107
4946,Physical therapist assistants and aides,Physical Therapist Aides,0.9124908152700336
4947,Massage therapists,Massage Therapists,1.0
4948,Dental assistants,Dental Assistants,1.0
4949,Medical assistants,Medical Assistants,1.0
4950,Medical transcriptionists,Medical Transcriptionists,1.0000000000000002
4951,Pharmacy aides,Pharmacy Aides,1.0
4952,Veterinary assistants and laboratory animal caretakers,Veterinary Assistants and Laboratory Animal Caretakers,1.0
4953,Phlebotomists,Phlebotomists,1.0
4954,Healthcare support workers all other including medical equipment preparers,Medical Equipment Preparers,0.6242369930776939
4955,Firstline supervisors of correctional officers,First-Line Supervisors of Correctional Officers,0.677469596185029
4956,Firstline supervisors of police and detectives,First-Line Supervisors of Police and Detectives,0.6987907281475497
4957,Firstline supervisors of fire fighting and prevention workers,Fire-Prevention and Protection Engineers,0.45118502655288695
4958,Firstline supervisors of protective service workers all other,First-Line Supervisors of Personal Service Workers,0.3817116091337499
4959,Firefighters,Firefighters,1.0
4960,Fire inspectors,Fire Inspectors and Investigators,0.7962110761832079
4961,Bailiffs correctional officers and jailers,Correctional Officers and Jailers,0.836526518726367
4962,Detectives and criminal investigators,Detectives and Criminal Investigators,1.0000000000000002
4963,Fish and game wardens,Fish and Game Wardens,1.0
4964,Parking enforcement workers,Parking Enforcement Workers,1.0000000000000002
4965,Police and sheriffs patrol officers,Police and Sheriff's Patrol Officers,0.6494344957848102
4966,Transit and railroad police,Transit and Railroad Police,1.0
4967,Animal control workers,Animal Control Workers,1.0
4968,Private detectives and investigators,Private Detectives and Investigators,1.0000000000000002
4969,Security guards and gaming surveillance officers,Security Guards,0.6229441093090686
4970,Crossing guards,Crossing Guards and Flaggers,0.7706412512061418
4971,Transportation security screeners,Transportation Security Screeners,1.0000000000000002
4972,Lifeguards and other recreational and all other protective service workers,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.7119275284147291
4973,Chefs and head cooks,Chefs and Head Cooks,1.0000000000000002
4974,Firstline supervisors of food preparation and serving workers,First-Line Supervisors of Food Preparation and Serving Workers,0.7461088174818412
4975,Cooks,"Cooks, Restaurant",0.6703386459144159
4976,Food preparation workers,Food Preparation Workers,1.0000000000000002
4977,Bartenders,Bartenders,1.0
4978,Combined food preparation and serving workers including fast food,Food Preparation Workers,0.6189537852196393
4979,Counter attendants cafeteria food concession and coffee shop,Fast Food and Counter Workers,0.3549317596188084
4980,Waiters and waitresses,Waiters and Waitresses,1.0
4981,Food servers nonrestaurant,"Food Servers, Nonrestaurant",1.0000000000000002
4982,Dining room and cafeteria attendants and bartender helpers,Dining Room and Cafeteria Attendants and Bartender Helpers,1.0
4983,Dishwashers,Dishwashers,1.0
4984,Hosts and hostesses restaurant lounge and coffee shop,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.0000000000000002
4985,Food preparation and serving related workers all other,Food Preparation Workers,0.641518932223655
4986,Firstline supervisors of housekeeping and janitorial workers,First-Line Supervisors of Housekeeping and Janitorial Workers,0.7393313056656927
4987,Firstline supervisors of landscaping lawn service and groundskeeping workers,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.8056329889631354
4988,Janitors and building cleaners,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.6324968620562944
4989,Maids and housekeeping cleaners,Maids and Housekeeping Cleaners,1.0000000000000004
4990,Pest control workers,Pest Control Workers,1.0
4991,Grounds maintenance workers,"Maintenance Workers, Machinery",0.43089861008280533
4992,Firstline supervisors of gaming workers,First-Line Supervisors of Personal Service Workers,0.33832739928403077
4993,Firstline supervisors of personal service workers,First-Line Supervisors of Personal Service Workers,0.6599933842649259
4994,Animal trainers,Animal Trainers,1.0
4995,Nonfarm animal caretakers,Animal Caretakers,0.7473378613133359
4996,Gaming services workers,Administrative Services Managers,0.4063889046906599
4997,Motion picture projectionists,Motion Picture Projectionists,1.0
4998,Ushers lobby attendants and ticket takers,"Ushers, Lobby Attendants, and Ticket Takers",1.0
4999,Embalmers and funeral attendants,Funeral Attendants,0.7305941482020781
5000,Morticians undertakers and funeral directors,"Morticians, Undertakers, and Funeral Arrangers",0.7557813110594013
5001,Barbers,Barbers,1.0
5002,Hairdressers hairstylists and cosmetologists,"Hairdressers, Hairstylists, and Cosmetologists",1.0
5003,Baggage porters bellhops and concierges,Baggage Porters and Bellhops,0.8678110098404347
5004,Tour and travel guides,Travel Guides,0.7849277740067981
5005,Childcare workers,Childcare Workers,1.0000000000000002
5006,Personal care aides,Personal Care Aides,1.0000000000000002
5007,Recreation and fitness workers,Recreation Workers,0.7147226553712983
5008,Residential advisors,Residential Advisors,1.0
5009,Personal care and service workers all other,Personal Care Aides,0.6169466130451233
5010,Firstline supervisors of retail sales workers,First-Line Supervisors of Retail Sales Workers,0.6759142113836542
