Occupation Name,Task Description,Importance,Verb-Noun Pairs
Radio Frequency Identification Device Specialists,"Define and compare possible radio frequency identification device (RFID) solutions to inform selection for specific projects.
Related occupations",65,"[('compare', 'device'), ('inform', 'selection')]"
Radio Frequency Identification Device Specialists,"Create simulations or models of radio frequency identification device (RFID) systems to provide information for selection and configuration.
Related occupations",59,"[('create', 'simulation'), ('provide', 'information')]"
Radio Frequency Identification Device Specialists,"Analyze radio frequency identification device (RFID)-related supply chain data.
Related occupations",57,[]
"Radio, Cellular, and Tower Equipment Installers and Repairers","Inspect completed work to ensure all hardware is tight, antennas are level, hangers are properly fastened, proper support is in place, or adequate weather proofing has been installed.
Related occupations",87,"[('complete', 'work')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Run appropriate power, ground, or coaxial cables.
Related occupations",82,"[('run', 'power')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Test operation of tower transmission components, using sweep testing tools or software.
Related occupations",81,"[('use', 'tool')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Install all necessary transmission equipment components, including antennas or antenna mounts, surge arrestors, transmission lines, connectors, or tower-mounted amplifiers (TMAs).
Related occupations",80,"[('install', 'component')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Read work orders, blueprints, plans, datasheets or site drawings to determine work to be done.
Related occupations",79,"[('read', 'order'), ('determine', 'work')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Replace existing antennas with new antennas as directed.
Related occupations",77,"[('replace', 'antenna')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Bolt equipment into place, using hand or power tools.
Related occupations",76,"[('use', 'tool')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Install, connect, or test underground or aboveground grounding systems.
Related occupations",76,"[('test', 'system')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Complete reports related to project status, progress, or other work details, using computer software.
Related occupations",74,"[('project', 'status'), ('use', 'software')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Check antenna positioning to ensure specified azimuths or mechanical tilts and adjust as necessary.
Related occupations",72,"[('check', 'positioning'), ('ensure', 'azimuth')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Transport equipment to work sites, using utility trucks and equipment trailers.
Related occupations",68,"[('use', 'truck')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Take site survey photos or photos of work performed, using digital cameras.
Related occupations",66,"[('take', 'photo'), ('use', 'camera')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Climb towers to access components, using safety equipment, such as full-body harnesses.
Related occupations",87,"[('access', 'component'), ('use', 'equipment')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Climb communication towers to install, replace, or repair antennas or auxiliary equipment used to transmit and receive radio waves.
Related occupations",79,"[('climb', 'tower'), ('repair', 'antenna'), ('receive', 'wave')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Lift equipment into position, using cranes and rigging tools or equipment, such as gin poles.
Related occupations",77,"[('use', 'crane'), ('rig', 'tool')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Perform maintenance or repair work on existing tower equipment, using hand or power tools.
Related occupations",76,"[('perform', 'work'), ('use', 'tool')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Locate tower sites where work is to be performed, using mapping software.
Related occupations",75,"[('use', 'software')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Install or repair tower lighting components, including strobes, beacons, or lighting controllers.
Related occupations",69,"[('repair', 'component')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Calibrate and align components, using scales, gauges, and other measuring instruments.
Related occupations",Not available,"[('use', 'scale')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Examine malfunctioning radio equipment to locate defects such as loose connections, broken wires, or burned-out components, using schematic diagrams and test equipment.
Related occupations",Not available,"[('malfunction', 'equipment'), ('use', 'diagram')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Insert plugs into receptacles and bolt or screw leads to terminals to connect equipment to power sources, using hand tools.
Related occupations",Not available,"[('connect', 'equipment'), ('use', 'tool')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Install, adjust, and repair stationary and mobile radio transmitting and receiving equipment and two-way radio communication systems.
Related occupations",Not available,"[('receive', 'equipment')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Monitor radio range stations to detect transmission flaws and adjust controls to eliminate flaws.
Related occupations",Not available,"[('monitor', 'station'), ('detect', 'flaw'), ('adjust', 'control'), ('eliminate', 'flaw')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Mount equipment on transmission towers and in vehicles such as ships or ambulances.
Related occupations",Not available,[]
"Radio, Cellular, and Tower Equipment Installers and Repairers","Remove and replace defective components and parts such as conductors, resistors, semiconductors, and integrated circuits, using soldering irons, wire cutters, and hand tools.
Related occupations",Not available,"[('replace', 'component'), ('use', 'iron')]"
"Radio, Cellular, and Tower Equipment Installers and Repairers","Repair circuits, wiring, and soldering, using soldering irons and hand tools to install parts and adjust connections.
Related occupations",Not available,"[('use', 'iron'), ('install', 'part'), ('adjust', 'connection')]"
