Occupation Name,Task Description,Importance,Verb-Noun Pairs,Meaningful Verb-Noun Pairs,Unmeaningful Verb-Noun Pairs
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.
Related occupations",79,[],[],[]
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Quote prices, credit terms, or other bid specifications.
Related occupations",78,[],[],[]
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Complete expense reports, sales reports, or other paperwork.
Related occupations",71,[],[],[]
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Study documentation or other information for new scientific or technical products.
Related occupations",59,[],[],[]
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Arrange for installation and testing of products or machinery.
Related occupations",70,[],[],[]
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Consult with engineers regarding technical problems with products.
Related occupations",63,[],[],[]
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Present information to customers about the energy efficiency or environmental impact of scientific or technical products.
Related occupations",49,[],[],[]
"Sawing Machine Setters, Operators, and Tenders, Wood","Mount and bolt sawing blades or attachments to machine shafts.
Related occupations",88,[],[],[]
"Sawing Machine Setters, Operators, and Tenders, Wood","Count, sort, or stack finished workpieces.
Related occupations",82,[],[],[]
School Psychologists,"Collaborate with other educational professionals to develop teaching strategies and school programs.
Related occupations",75,[],[],[]
School Psychologists,"Attend workshops, seminars, or professional meetings to remain informed of new developments in school psychology.
Related occupations",66,[],[],[]
School Psychologists,"Serve as a resource to help families and schools deal with crises, such as separation and loss.
Related occupations",64,[],[],[]
Search Marketing Strategists,"Participate in the development or implementation of online marketing strategy.
Related occupations",88,[],[],[]
Search Marketing Strategists,"Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).
Related occupations",72,[],[],[]
Search Marketing Strategists,"Propose online or multiple-sales-channel campaigns to marketing executives.
Related occupations",63,[],[],[]
Search Marketing Strategists,"Assist in the evaluation or negotiation of contracts with vendors or online partners.
Related occupations",46,[],[],[]
Search Marketing Strategists,"Assist in the development of online transaction or security policies.
Related occupations",44,[],[],[]
"Secondary School Teachers, Except Special and Career/Technical Education","Instruct through lectures, discussions, and demonstrations in one or more subjects, such as English, mathematics, or social studies.
Related occupations",90,[],[],[]
"Secondary School Teachers, Except Special and Career/Technical Education","Assign and grade class work and homework.
Related occupations",81,[],[],[]
"Secondary School Teachers, Except Special and Career/Technical Education","Guide and counsel students with adjustments, academic problems, or special academic interests.
Related occupations",74,[],[],[]
"Secondary School Teachers, Except Special and Career/Technical Education","Collaborate with other teachers and administrators in the development, evaluation, and revision of secondary school programs.
Related occupations",68,[],[],[]
"Secondary School Teachers, Except Special and Career/Technical Education","Select, store, order, issue, and inventory classroom equipment, materials, and supplies.
Related occupations",59,[],[],[]
"Secondary School Teachers, Except Special and Career/Technical Education","Sponsor extracurricular activities, such as clubs, student organizations, and academic contests.
Related occupations",57,[],[],[]
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports.
Related occupations",71,[],[],[]
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Complete forms in accordance with company procedures.
Related occupations",70,[],[],[]
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Order and dispense supplies.
Related occupations",58,[],[],[]
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Prepare and mail checks.
Related occupations",68,[],[],[]
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Arrange conference, meeting, or travel reservations for office personnel.
Related occupations",68,[],[],[]
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Manage projects or contribute to committee or team work.
Related occupations",66,[],[],[]
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Coordinate conferences, meetings, or special events, such as luncheons or graduation ceremonies.
Related occupations",64,[],[],[]
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Mail newsletters, promotional material, or other information.
Related occupations",61,[],[],[]
"Securities, Commodities, and Financial Services Sales Agents","Complete sales order tickets and submit for processing of client-requested transactions.
Related occupations",87,[],[],[]
"Securities, Commodities, and Financial Services Sales Agents","Devise trading, option, or hedge strategies.
Related occupations",81,[],[],[]
"Securities, Commodities, and Financial Services Sales Agents","Price securities or commodities based on market conditions.
Related occupations",Not available,[],[],[]
Security and Fire Alarm Systems Installers,"Test and repair circuits and sensors, following wiring and system specifications.
Related occupations",85,[],[],[]
Security and Fire Alarm Systems Installers,"Drill holes for wiring in wall studs, joists, ceilings, or floors.
Related occupations",79,[],[],[]
Security and Fire Alarm Systems Installers,"Keep informed of new products and developments.
Related occupations",70,[],[],[]
Security and Fire Alarm Systems Installers,"Order replacement parts.
Related occupations",68,[],[],[]
Security Guards,"Write reports of daily activities and irregularities, such as equipment or property damage, theft, presence of unauthorized persons, or unusual occurrences.
Related occupations",90,[],[],[]
Segmental Pavers,"Supply and place base materials, edge restraints, bedding sand and jointing sand.
Related occupations",84,[],[],[]
Segmental Pavers,"Set pavers, aligning and spacing them correctly.
Related occupations",80,[],[],[]
Segmental Pavers,"Sweep sand into the joints and compact pavement until the joints are full.
Related occupations",78,[],[],[]
Segmental Pavers,"Screed sand level to an even thickness, and recheck sand exposed to elements, raking and rescreeding if necessary.
Related occupations",77,"[('recheck', 'sand')]",[],"[('recheck', 'sand')]"
Segmental Pavers,"Sweep sand from the surface prior to opening to traffic.
Related occupations",72,[],[],[]
Segmental Pavers,"Resurface an outside area with cobblestones, terracotta tiles, concrete or other materials.
Related occupations",56,[],[],[]
Self-Enrichment Teachers,"Select, order, and issue books, materials, and supplies for courses or projects.
Related occupations",57,[],[],[]
Self-Enrichment Teachers,"Assign and grade class work and homework.
Related occupations",77,[],[],[]
Self-Enrichment Teachers,"Participate in publicity planning and student recruitment.
Related occupations",56,[],[],[]
Semiconductor Processing Technicians,"Load and unload equipment chambers and transport finished product to storage or to area for further processing.
Related occupations",81,[],[],[]
Semiconductor Processing Technicians,"Load semiconductor material into furnace.
Related occupations",83,[],[],[]
