Verb,Noun
reduce,latency
provide,prediction
modify,image
utilize,model
control,vehicle
provide,service
provide,service
use,network
base,modeling
perform,task
use,representation
deliver,content
use,processing
resolve,request
distribute,assistant
execute,application
control,signal
customize,response
source,information
fulfill,request
generate,response
drive,model
control,device
process,text
administer,survey
generate,rhetoric
detect,trigger
provide,speech
discriminate,expression
enhance,experience
process,language
determine,value
use,information
evaluate,response
classify,phrase
train,model
suggest,action
hear,device
process,utterance
provide,suggestion
use,text
use,headphone
order,item
reduce,length
use,network
suggest,action
detect,event
identify,phrase
utilize,model
identify,insight
determine,presence
provide,response
match,text
program,code
monitor,status
generate,event
trigger,transition
evaluate,datum
provide,content
assign,ticket
support,agent
minimize,repetition
operate,method
preserve,framework
build,system
extract,information
tag,object
distribute,detection
enhance,interaction
use,network
provide,answer
use,synthesis
utilize,event
engage,assistant
synchronize,interaction
handle,hypothetical
have,method
use,base
extend,cartridge
construct,statement
answer,question
use,context
perform,operation
determine,characteristic
automate,interaction
utilize,model
allocate,task
share,information
integrate,service
enable,persistence
enhance,awareness
use,ontology
provide,credential
image,apparatus
generate,response
provide,credential
address,information
address,method
parse,method
export,application
generate,interface
identify,similarity
generate,rule
power,assistant
manage,dialogue
have,system
drive,system
source,candidate
use,algorithm
predict,content
have,system
control,device
control,appliance
maintain,context
use,information
generate,response
answer,question
decline,call
detect,speech
learn,architecture
use,information
generate,response
guide,continuance
combine,information
have,system
manage,search
perform,task
use,device
utilize,transaction
base,representation
have,system
develop,application
measure,coverage
learn,modification
verify,condition
conduct,session
message,selection
use,intelligence
deduce,content
analyze,validity
analyze,concept
facilitate,intelligence
use,model
provide,information
use,device
render,management
process,query
use,forward
locate,object
use,device
provide,access
manage,platform
determine,risk
trigger,action
analyze,page
facilitate,navigation
analyze,interface
facilitate,interaction
base,enrichment
answer,method
model,relationship
disambiguate,system
link,ontology
expand,language
trigger,assistant
generate,model
adapt,assistant
monitor,event
facilitate,computer
generate,conversation
detect,vulnerability
use,model
drive,execution
understand,system
use,profile
use,supervision
provide,access
utilize,intelligence
predict,insight
predict,incident
accelerate,process
visualize,language
reduce,time
fuse,knowledge
use,assistant
generate,recommendation
facilitate,development
understand,scenario
message,creation
facilitate,completion
code,method
identify,event
generate,integration
streamline,dialogue
deliver,advertisement
provide,processing
recognize,voice
direct,device
use,functionality
use,network
train,model
embed,model
evaluate,parameter
convert,text
build,graph
utilize,accelerator
prioritize,item
utilize,avatar
author,function
adjust,speed
present,item
use,architecture
use,learning
provide,prompt
adapt,response
implement,assistant
use,medium
provide,task
use,language
process,query
generate,instruction
deliver,item
recognize,method
use,architecture
select,image
answer,method
define,solution
suggest,message
predict,question
use,analysis
assist,conversation
use,database
process,language
train,model
provide,assistance
manage,policy
apply,model
predict,value
use,datum
use,graph
share,information
understand,language
operate,interface
process,activity
build,system
use,approach
improve,process
determine,template
determine,score
protect,system
use,gradient
create,access
utilize,relatedness
determine,strength
induce,structure
implement,model
infer,preference
transition,interaction
chat,session
provide,content
understand,system
use,network
output,signal
use,algorithm
visualize,information
base,modeling
provide,recommendation
end,platform
determine,intent
order,item
select,participant
name,recognition
analyze,query
provide,modification
use,service
use,machine
provide,control
utilize,model
predict,event
generate,alert
provide,service
answer,output
extract,knowledge
use,graph
extract,information
use,context
improve,understanding
personalize,search
recognize,method
manage,state
analyze,expression
build,visualization
filter,expression
object,device
object,method
recognize,object
use,processing
query,source
use,factor
enhance,experience
communicate,error
implement,action
generate,solution
use,datum
understand,system
provide,datum
use,agent
detect,sentiment
analyze,value
utilize,information
process,query
use,entity
provide,input
generate,bot
train,model
expand,graph
optimize,adjudication
represent,task
train,language
source,training
use,extraction
support,sharing
analyze,document
use,language
monitor,operation
perform,operation
use,gradient
determine,language
generate,system
use,computing
mitigate,loneliness
create,advertisement
use,architecture
provide,service
generate,alternative
provide,command
identify,information
prevent,violation
use,model
translate,language
translate,utterance
recognize,method
understand,system
deduce,relationship
provide,recommendation
generate,datum
train,system
generate,datum
train,system
train,system
use,text
end,detection
generate,prediction
manage,set
use,dialogue
understand,model
obtain,method
test,system
evaluate,result
use,item
operate,device
use,intelligence
generate,text
represent,relationship
determine,relation
mitigate,abuse
use,input
update,store
utilize,relatedness
complete,task
maintain,score
utilize,structure
use,network
generate,specification
secure,integration
base,service
provide,datum
use,intelligence
translate,request
use,template
perform,function
query,graph
use,language
fill,understanding
use,template
scan,system
assess,risk
convert,datum
discover,capability
secure,circuit
generate,statement
route,command
solve,question
assist,system
provide,list
use,analysis
use,transfer
message,disambiguation
establish,user
specify,mode
answer,dialogue
use,pattern
message,session
learn,operation
extract,information
synthesize,representation
use,management
learn,operation
provide,meeting
implement,classification
use,method
implement,classification
utilize,model
predict,metric
build,system
train,network
retrieve,question
use,representation
justify,machine
learn,system
use,intelligence
detect,command
generate,item
derive,metric
have,engine
enable,execution
build,assistant
optimize,detection
detect,accent
provide,service
measure,capability
understand,language
test,datum
remove,content
preserve,usefulness
add,learning
add,control
parse,question
determine,device
facilitate,access
modify,communication
evaluate,communication
combine,learning
facilitate,prediction
execute,contract
optimize,medium
use,intelligence
use,database
attribute,method
provide,service
use,vector
augment,rule
display,quality
ask,question
ask,system
improve,generation
update,repository
enable,device
search,method
determine,action
use,processing
analyze,message
generate,form
assess,orientation
create,profile
use,intelligence
select,element
represent,datum
facilitate,access
answer,key
use,processing
generate,insight
execute,function
automate,search
provide,generator
target,analysis
enable,technology
provide,response
use,network
predict,form
distribute,detection
map,device
map,medium
select,type
supervise,network
determine,content
generate,response
position,method
generate,representation
use,palette
combine,information
learn,processing
identify,need
utilize,network
execute,case
support,argumentation
support,argumentation
help,customer
surface,content
distribute,registry
require,knowledge
provide,content
recognize,program
enable,analysis
process,output
screen,word
convert,sentence
message,processing
use,detection
manage,event
receive,language
use,tree
detect,incompetence
trigger,sequence
validate,implementation
provide,service
learn,processing
generate,summary
answer,system
use,analysis
use,intelligence
determine,state
process,input
correct,error
generate,output
purify,input
find,datum
apply,model
execute,function
generate,model
recognize,method
push,information
monitor,effectiveness
generate,script
base,detection
use,graph
indicate,assistant
mean,model
base,wake
use,ledger
store,datum
